tr2000gj,tr2000ge,tr2010gj,tr2010ge,parea,wt_pop,wt_adult,wt_fam,wt_hh,wt_hu,wt_ownhu,wt_renthu
G5300610051400,53061051400,G5300610051400,53061051400,1,1,1,1,1,1,1,1
G5300610051500,53061051500,G5300610051500,53061051500,1,1,1,1,1,1,1,1
G5300610051601,53061051601,G5300610051601,53061051601,1,1,1,1,1,1,1,1
G5300610051602,53061051602,G5300610051602,53061051602,1,1,1,1,1,1,1,1
G5300610051701,53061051701,G5300610051701,53061051701,1,1,1,1,1,1,1,1
G5300610051702,53061051702,G5300610051702,53061051702,1,1,1,1,1,1,1,1
G5300610051801,53061051801,G5300610051803,53061051803,0.4042015219,0.7210657785,0.7366940718,0.6771929825,0.7799006496,0.7887323944,0.472769409,0.9310148233
G5300610051801,53061051801,G5300610051804,53061051804,0.5957984781,0.2789342215,0.2633059282,0.3228070175,0.2200993504,0.2112676056,0.527230591,0.0689851767
G5300610051802,53061051802,G5300610051802,53061051802,1,1,1,1,1,1,1,1
G5300610051905,53061051905,G5300610051905,53061051905,1,1,1,1,1,1,1,1
G5300610051909,53061051909,G5300610051927,53061051927,0.6669494618,0.4504555922,0.4415843423,0.4826999329,0.4145627252,0.3988887571,0.6850390754,0.0898538072
G5300610051909,53061051909,G5300610051928,53061051928,0.3330505382,0.5495444078,0.5584156577,0.5173000671,0.5854372748,0.6011112429,0.3149609246,0.9101461928
G5300610051911,53061051911,G5300610051925,53061051925,0.486469967,0.5326920186,0.5440130108,0.5183333333,0.5829975826,0.5888106416,0.4919006479,0.8507936508
G5300610051911,53061051911,G5300610051926,53061051926,0.513530033,0.4673079814,0.4559869892,0.4816666667,0.4170024174,0.4111893584,0.5080993521,0.1492063492
G5300610051912,53061051912,G5300330032307,53033032307,0.0003004877,0.0011752001,0.0012322983,0.0011734622,0.0012821161,0.0012872039,0.0012771348,0.0013297375
G5300610051912,53061051912,G5300610051912,53061051912,0.9996995123,0.9988247999,0.9987677017,0.9988265378,0.9987178839,0.9987127961,0.9987228652,0.9986702625
G5300610051913,53061051913,G5300610051913,53061051913,1,1,1,1,1,1,1,1
G5300610051914,53061051914,G5300610051914,53061051914,1,1,1,1,1,1,1,1
G5300610051915,53061051915,G5300610051915,53061051915,1,1,1,1,1,1,1,1
G5300610051916,53061051916,G5300610051916,53061051916,1,1,1,1,1,1,1,1
G5300610051917,53061051917,G5300610051917,53061051917,1,1,1,1,1,1,1,1
G5300610051918,53061051918,G5300610051918,53061051918,1,1,1,1,1,1,1,1
G5300610051919,53061051919,G5300610051921,53061051921,0.3916782527,0.5506079027,0.5671515918,0.5371757925,0.6109298532,0.608816521,0.5163323782,0.8444130127
G5300610051919,53061051919,G5300610051922,53061051922,0.6083217473,0.4493920973,0.4328484082,0.4628242075,0.3890701468,0.391183479,0.4836676218,0.1555869873
G5300610051920,53061051920,G5300610051923,53061051923,0.5833688233,0.4466594828,0.4412145899,0.4525025536,0.4366148532,0.4139868873,0.48004561,0.3698510079
G5300610051920,53061051920,G5300610051924,53061051924,0.4166311767,0.5533405172,0.5587854101,0.5474974464,0.5633851468,0.5860131127,0.51995439,0.6301489921
G5300610052003,53061052003,G5300610052003,53061052003,1,1,1,1,1,1,1,1
G5300610052004,53061052004,G5300610052004,53061052004,1,1,1,1,1,1,1,1
G5300610052005,53061052005,G5300610052005,53061052005,1,1,1,1,1,1,1,1
G5300610052006,53061052006,G5300610052006,53061052006,1,1,1,1,1,1,1,1
G5300610052007,53061052007,G5300610052006,53061052006,0.0002109424,0.0001277669,0.0001315272,0.0001299921,0.000137202,0.0001360722,0.0001331833,0.0001753799
G5300610052007,53061052007,G5300610052007,53061052007,0.9997890576,0.9998722331,0.9998684728,0.9998700079,0.999862798,0.9998639278,0.9998668167,0.9998246201
G5300610052104,53061052104,G5300610052104,53061052104,1,1,1,1,1,1,1,1
G5300610052104,53061052104,G5300610990002,53061990002,0,0,0,0,0,0,0,0
G5300610052105,53061052105,G5300610052105,53061052105,1,1,1,1,1,1,1,1
G5300610052107,53061052107,G5300610052107,53061052107,1,1,1,1,1,1,1,1
G5300610052108,53061052108,G5300610052108,53061052108,1,1,1,1,1,1,1,1
G5300610052110,53061052110,G5300610052114,53061052114,0.6805569056,0.3946563336,0.3829541803,0.3987769387,0.3855993116,0.3914817054,0.3900464376,0.2876711599
G5300610052110,53061052110,G5300610052115,53061052115,0.3194430944,0.6053436664,0.6170458197,0.6012230613,0.6144006884,0.6085182946,0.6099535624,0.7123288401
G5300610052111,53061052111,G5300610052114,53061052114,0.000002314,0.0000020001,0.0000020732,0.0000019839,0.0000020377,0.0000020822,0.0000018439,0.0000039174
G5300610052111,53061052111,G5300610052118,53061052118,0.999997686,0.9999979999,0.9999979268,0.9999980161,0.9999979623,0.9999979178,0.9999981561,0.9999960826
G5300610052112,53061052112,G5300610052112,53061052112,0.9999207622,0.9998633183,0.9998690366,0.9998713215,0.9998687612,0.9998610749,0.99985889,1
G5300610052112,53061052112,G5300610052113,53061052113,0.0000792378,0.0001366817,0.0001309634,0.0001286785,0.0001312388,0.0001389251,0.00014111,0
G5300610052113,53061052113,G5300330032401,53033032401,0.0000020268,0.0000016191,0.0000016814,0.0000013024,0.0000011065,0.0000013467,0.0000002954,0.0000130778
G5300610052113,53061052113,G5300610052113,53061052113,0.9999979732,0.9999983809,0.9999983186,0.9999986976,0.9999988935,0.9999986533,0.9999997046,0.9999869222
G5300610052203,53061052203,G5300610052203,53061052203,1,1,1,1,1,1,1,1
G5300610052204,53061052204,G5300610052204,53061052204,1,1,1,1,1,1,1,1
G5300610052205,53061052205,G5300610052208,53061052208,0.1967001407,0.4963680387,0.4574846427,0.6380153739,0.6416923755,0.6216659828,0.5761957731,0.6846715328
G5300610052205,53061052205,G5300610052209,53061052209,0.8032998593,0.5036319613,0.5425153573,0.3619846261,0.3583076245,0.3783340172,0.4238042269,0.3153284672
G5300610052206,53061052206,G5300610052206,53061052206,1,1,1,1,1,1,1,1
G5300610052207,53061052207,G5300610052207,53061052207,1,1,1,1,1,1,1,1
G5300610052301,53061052301,G5300610052301,53061052301,1,1,1,1,1,1,1,1
G5300610052302,53061052302,G5300610052302,53061052302,1,1,1,1,1,1,1,1
G5300610052401,53061052401,G5300610052401,53061052401,1,1,1,1,1,1,1,1
G5300610052402,53061052402,G5300610052402,53061052402,1,1,1,1,1,1,1,1
G5300610052502,53061052502,G5300610052502,53061052502,1,1,1,1,1,1,1,1
G5300610052503,53061052503,G5300610052503,53061052503,0.9992167342,1,1,1,1,1,1,1
G5300610052503,53061052503,G5300610052504,53061052504,0.0007832658,0,0,0,0,0,0,0
G5300610052504,53061052504,G5300610052504,53061052504,1,1,1,1,1,1,1,1
G5300610052603,53061052603,G5300610052603,53061052603,1,1,1,1,1,1,1,1
G5300610052604,53061052604,G5300610052604,53061052604,0.9995237859,0.9990996735,0.9989675254,0.9987195867,0.9990251934,0.9990318557,0.9985332128,0.9998922857
G5300610052604,53061052604,G5300610052607,53061052607,0.0004762141,0.0009003265,0.0010324746,0.0012804133,0.0009748066,0.0009681443,0.0014667872,0.0001077143
G5300610052605,53061052605,G5300610052605,53061052605,0.9996702814,0.9999943568,0.9999914195,0.9999946813,0.9999915449,0.999991844,0.9999888056,1
G5300610052605,53061052605,G5300610052606,53061052606,0.0003297186,0.0000056432,0.0000085805,0.0000053187,0.0000084551,0.000008156,0.0000111944,0
G5300610052606,53061052606,G5300610052604,53061052604,0.0011137203,0.0008734944,0.0009818197,0.0009482687,0.0009831609,0.0009714081,0.0011536159,0.0001886675
G5300610052606,53061052606,G5300610052606,53061052606,0.9988862797,0.9991265056,0.9990181803,0.9990517313,0.9990168391,0.9990285919,0.9988463841,0.9998113325
G5300610052607,53061052607,G5300610052607,53061052607,1,1,1,1,1,1,1,1
G5300610052701,53061052701,G5300610052701,53061052701,0.999837689,0.9970393445,0.9969760681,0.997202094,0.9971837112,0.9971971618,0.9972412164,0.9967357763
G5300610052701,53061052701,G5300610053507,53061053507,0.000162311,0.0029606555,0.0030239319,0.002797906,0.0028162888,0.0028028382,0.0027587836,0.0032642237
G5300610052703,53061052703,G5300610052706,53061052706,0.4852900258,0.6446072819,0.6307053942,0.6369863014,0.6290433586,0.628,0.6398026316,0.5738396624
G5300610052703,53061052703,G5300610052707,53061052707,0.5147099742,0.3553927181,0.3692946058,0.3630136986,0.3709566414,0.372,0.3601973684,0.4261603376
G5300610052704,53061052704,G5300610052708,53061052708,0.13566439,0.6461681088,0.6292397661,0.645361991,0.631735047,0.6307317073,0.6502169197,0.4413407821
G5300610052704,53061052704,G5300610052709,53061052709,0.86433561,0.3538318912,0.3707602339,0.354638009,0.368264953,0.3692682927,0.3497830803,0.5586592179
G5300610052705,53061052705,G5300610052705,53061052705,1,1,1,1,1,1,1,1
G5300610052803,53061052803,G5300610052803,53061052803,1,1,1,1,1,1,1,1
G5300610052804,53061052804,G5300610052804,53061052804,0.9999856937,1,1,1,1,1,1,1
G5300610052804,53061052804,G5300610052805,53061052805,0.0000143063,0,0,0,0,0,0,0
G5300610052805,53061052805,G5300610052805,53061052805,1,1,1,1,1,1,1,1
G5300610052806,53061052806,G5300610052806,53061052806,1,1,1,1,1,1,1,1
G5300610052901,53061052901,G5300610052905,53061052905,0.462044998,0.5014252397,0.5183446357,0.4788937409,0.5462875197,0.5521118201,0.3793299262,0.7556980057
G5300610052901,53061052901,G5300610052906,53061052906,0.537955002,0.4985747603,0.4816553643,0.5211062591,0.4537124803,0.4478881799,0.6206700738,0.2443019943
G5300610052903,53061052903,G5300610052903,53061052903,1,1,1,1,1,1,1,1
G5300610052904,53061052904,G5300610052904,53061052904,1,1,1,1,1,1,1,1
G5300610053001,53061053001,G5300610053202,53061053202,0.0001072797,0.0008903445,0.0010933043,0.0010534083,0.0012707198,0.0012402514,0.0014469895,0.0004264811
G5300610053001,53061053001,G5300610940002,53061940002,0.9998927203,0.9991096555,0.9989066957,0.9989465917,0.9987292802,0.9987597486,0.9985530105,0.9995735189
G5300610053001,53061053001,G5300610990002,53061990002,0,0,0,0,0,0,0,0
G5300610053002,53061053002,G5300610052104,53061052104,0.000989538,0,0,0,0,0,0,0
G5300610053002,53061053002,G5300610940001,53061940001,0.999010462,1,1,1,1,1,1,1
G5300610053002,53061053002,G5300610990002,53061990002,0,0,0,0,0,0,0,0
G5300610053101,53061053101,G5300610053101,53061053101,1,1,1,1,1,1,1,1
G5300610053102,53061053102,G5300610053102,53061053102,1,1,1,1,1,1,1,1
G5300610053201,53061053201,G5300610053201,53061053201,1,1,1,1,1,1,1,1
G5300610053201,53061053201,G5300610990002,53061990002,0,0,0,0,0,0,0,0
G5300610053202,53061053202,G5300610053202,53061053202,0.9999922028,1,1,1,1,1,1,1
G5300610053202,53061053202,G5300610940002,53061940002,0.0000077972,0,0,0,0,0,0,0
G5300610053202,53061053202,G5300610990002,53061990002,0,0,0,0,0,0,0,0
G5300610053301,53061053301,G5300610053301,53061053301,1,1,1,1,1,1,1,1
G5300610053301,53061053301,G5300610990100,53061990100,0,0,0,0,0,0,0,0
G5300610053302,53061053302,G5300610053302,53061053302,1,1,1,1,1,1,1,1
G5300610053400,53061053400,G5300610053400,53061053400,1,1,1,1,1,1,1,1
G5300610053503,53061053503,G5300610053507,53061053507,0.1690808283,0.3697512176,0.3647125141,0.4035259549,0.3597650514,0.3588110403,0.4246511628,0.1167247387
G5300610053503,53061053503,G5300610053508,53061053508,0.5317841568,0.2652362775,0.2711386697,0.2605288932,0.2514684288,0.2491153574,0.2544186047,0.2404181185
G5300610053503,53061053503,G5300610053509,53061053509,0.2991350149,0.3650125049,0.3641488162,0.3359451518,0.3887665198,0.3920736023,0.3209302326,0.6428571429
G5300610053504,53061053504,G5300610053504,53061053504,1,1,1,1,1,1,1,1
G5300610053505,53061053505,G5300610053505,53061053505,1,1,1,1,1,1,1,1
G5300610053506,53061053506,G5300610053506,53061053506,1,1,1,1,1,1,1,1
G5300610053601,53061053601,G5300610053602,53061053602,0,0,0,0,0,0,0,0
G5300610053601,53061053601,G5300610053603,53061053603,0.7193142701,0.5126289045,0.5262144233,0.5265511459,0.5094582975,0.5144747725,0.5524773575,0.3296213808
G5300610053601,53061053601,G5300610053604,53061053604,0.2806857299,0.4873710955,0.4737855767,0.4734488541,0.4905417025,0.4855252275,0.4475226425,0.6703786192
G5300610053602,53061053602,G5300610053602,53061053602,1,1,1,1,1,1,1,1
G5300610053700,53061053700,G5300610053700,53061053700,1,1,1,1,1,1,1,1
G5300610053801,53061053801,G5300610053801,53061053801,1,1,1,1,1,1,1,1
G5300610053802,53061053802,G5300610053802,53061053802,1,1,1,1,1,1,1,1
G5300610053803,53061053803,G5300610053803,53061053803,1,1,1,1,1,1,1,1
G5300630000100,53063000100,G5300630014400,53063014400,1,1,1,1,1,1,1,1
G5300630000200,53063000200,G5300630000200,53063000200,1,1,1,1,1,1,1,1
G5300630000300,53063000300,G5300630000300,53063000300,1,1,1,1,1,1,1,1
G5300630000400,53063000400,G5300630000400,53063000400,1,1,1,1,1,1,1,1
G5300630000500,53063000500,G5300630000500,53063000500,1,1,1,1,1,1,1,1
G5300630000600,53063000600,G5300630000600,53063000600,1,1,1,1,1,1,1,1
G5300630000700,53063000700,G5300630000700,53063000700,1,1,1,1,1,1,1,1
G5300630000800,53063000800,G5300630000800,53063000800,1,1,1,1,1,1,1,1
G5300630000900,53063000900,G5300630000900,53063000900,1,1,1,1,1,1,1,1
G5300630001000,53063001000,G5300630001000,53063001000,1,1,1,1,1,1,1,1
G5300630001100,53063001100,G5300630001100,53063001100,1,1,1,1,1,1,1,1
G5300630001200,53063001200,G5300630001200,53063001200,1,1,1,1,1,1,1,1
G5300630001300,53063001300,G5300630001300,53063001300,1,1,1,1,1,1,1,1
G5300630001400,53063001400,G5300630001400,53063001400,1,1,1,1,1,1,1,1
G5300630001500,53063001500,G5300630001500,53063001500,1,1,1,1,1,1,1,1
G5300630001600,53063001600,G5300630001600,53063001600,1,1,1,1,1,1,1,1
G5300630001700,53063001700,G5300630014400,53063014400,1,1,1,1,1,1,1,1
G5300630001800,53063001800,G5300630001800,53063001800,1,1,1,1,1,1,1,1
G5300630001900,53063001900,G5300630001900,53063001900,1,1,1,1,1,1,1,1
G5300630002000,53063002000,G5300630002000,53063002000,1,1,1,1,1,1,1,1
G5300630002100,53063002100,G5300630002100,53063002100,1,1,1,1,1,1,1,1
G5300630002300,53063002300,G5300630002300,53063002300,1,1,1,1,1,1,1,1
G5300630002400,53063002400,G5300630002400,53063002400,1,1,1,1,1,1,1,1
G5300630002500,53063002500,G5300630002500,53063002500,1,1,1,1,1,1,1,1
G5300630002600,53063002600,G5300630002600,53063002600,1,1,1,1,1,1,1,1
G5300630002800,53063002800,G5300630014500,53063014500,1,1,1,1,1,1,1,1
G5300630002900,53063002900,G5300630002900,53063002900,1,1,1,1,1,1,1,1
G5300630003000,53063003000,G5300630003000,53063003000,1,1,1,1,1,1,1,1
G5300630003100,53063003100,G5300630003100,53063003100,1,1,1,1,1,1,1,1
G5300630003200,53063003200,G5300630003200,53063003200,1,1,1,1,1,1,1,1
G5300630003300,53063003300,G5300630014500,53063014500,1,1,1,1,1,1,1,1
G5300630003500,53063003500,G5300630003500,53063003500,1,1,1,1,1,1,1,1
G5300630003600,53063003600,G5300630003600,53063003600,1,1,1,1,1,1,1,1
G5300630003800,53063003800,G5300630003800,53063003800,1,1,1,1,1,1,1,1
G5300630003900,53063003900,G5300630003900,53063003900,0.9968996329,0.9989938656,0.9991048808,0.9988407988,0.9992887295,0.9992902022,0.9993185966,0.9991495448
G5300630003900,53063003900,G5300630005000,53063005000,0.0002135927,0.0006255518,0.0004473778,0.0006397615,0.0003828787,0.0003604054,0.0004650392,0
G5300630003900,53063003900,G5300630013500,53063013500,0.0028867745,0.0003805826,0.0004477414,0.0005194397,0.0003283918,0.0003493924,0.0002163642,0.0008504552
G5300630004000,53063004000,G5300630004000,53063004000,1,1,1,1,1,1,1,1
G5300630004100,53063004100,G5300630004100,53063004100,1,1,1,1,1,1,1,1
G5300630004200,53063004200,G5300630004200,53063004200,1,1,1,1,1,1,1,1
G5300630004300,53063004300,G5300630004300,53063004300,1,1,1,1,1,1,1,1
G5300630004400,53063004400,G5300630004400,53063004400,1,1,1,1,1,1,1,1
G5300630004500,53063004500,G5300630004500,53063004500,1,1,1,1,1,1,1,1
G5300630004601,53063004601,G5300630004601,53063004601,1,1,1,1,1,1,1,1
G5300630004602,53063004602,G5300630004602,53063004602,1,1,1,1,1,1,1,1
G5300630004700,53063004700,G5300630004700,53063004700,1,1,1,1,1,1,1,1
G5300630004800,53063004800,G5300630004800,53063004800,0.998569739,0.9998637521,0.9998807255,0.9998510884,0.9998764934,0.9998822965,0.9998564794,0.9999512593
G5300630004800,53063004800,G5300630013401,53063013401,0.001430261,0.0001362479,0.0001192745,0.0001489116,0.0001235066,0.0001177035,0.0001435206,0.0000487407
G5300630004900,53063004900,G5300630004900,53063004900,1,1,1,1,1,1,1,1
G5300630005000,53063005000,G5300630003900,53063003900,0.001899777,0.0088224012,0.0066408412,0.0086083214,0.0076335878,0.0074786325,0.008583691,0.004587156
G5300630005000,53063005000,G5300630005000,53063005000,0.998100223,0.9911775988,0.9933591588,0.9913916786,0.9923664122,0.9925213675,0.991416309,0.995412844
G5300630010100,53063010100,G5300630010100,53063010100,1,1,1,1,1,1,1,1
G5300630010201,53063010201,G5300630010201,53063010201,1,1,1,1,1,1,1,1
G5300630010202,53063010202,G5300630010202,53063010202,1,1,1,1,1,1,1,1
G5300630010301,53063010301,G5300630010301,53063010301,1,1,1,1,1,1,1,1
G5300630010303,53063010303,G5300630010303,53063010303,1,1,1,1,1,1,1,1
G5300630010304,53063010304,G5300630010304,53063010304,1,1,1,1,1,1,1,1
G5300630010305,53063010305,G5300630010305,53063010305,1,1,1,1,1,1,1,1
G5300630010401,53063010401,G5300630010401,53063010401,1,1,1,1,1,1,1,1
G5300630010402,53063010402,G5300630010402,53063010402,1,1,1,1,1,1,1,1
G5300630010501,53063010501,G5300630010501,53063010501,1,1,1,1,1,1,1,1
G5300630010503,53063010503,G5300630010503,53063010503,1,1,1,1,1,1,1,1
G5300630010504,53063010504,G5300630010504,53063010504,1,1,1,1,1,1,1,1
G5300630010601,53063010601,G5300630010601,53063010601,1,1,1,1,1,1,1,1
G5300630010602,53063010602,G5300630010503,53063010503,0.000335985,0,0,0,0,0,0,0
G5300630010602,53063010602,G5300630010602,53063010602,0.9996540473,1,1,1,1,1,1,1
G5300630010602,53063010602,G5300630010700,53063010700,0.0000099677,0,0,0,0,0,0,0
G5300630010700,53063010700,G5300630010700,53063010700,1,1,1,1,1,1,1,1
G5300630010800,53063010800,G5300630010800,53063010800,1,1,1,1,1,1,1,1
G5300630010900,53063010900,G5300630010900,53063010900,1,1,1,1,1,1,1,1
G5300630011000,53063011000,G5300630011000,53063011000,1,1,1,1,1,1,1,1
G5300630011101,53063011101,G5300630011101,53063011101,1,1,1,1,1,1,1,1
G5300630011102,53063011102,G5300630011102,53063011102,1,1,1,1,1,1,1,1
G5300630011201,53063011201,G5300630011201,53063011201,1,1,1,1,1,1,1,1
G5300630011202,53063011202,G5300630011202,53063011202,1,1,1,1,1,1,1,1
G5300630011300,53063011300,G5300630011300,53063011300,1,1,1,1,1,1,1,1
G5300630011400,53063011400,G5300630011400,53063011400,1,1,1,1,1,1,1,1
G5300630011500,53063011500,G5300630011500,53063011500,0.9993204569,0.9999700805,0.9999677881,0.9999654941,0.999971422,0.9999707969,0.9999646908,1
G5300630011500,53063011500,G5300630012200,53063012200,0.0006795431,0.0000299195,0.0000322119,0.0000345059,0.000028578,0.0000292031,0.0000353092,0
G5300630011600,53063011600,G5300630011500,53063011500,0.0027411594,0.0002405715,0.000250927,0.0002259554,0.0003258718,0.0003099756,0.0003790753,0.0001769018
G5300630011600,53063011600,G5300630011600,53063011600,0.9972588406,0.9997594285,0.999749073,0.9997740446,0.9996741282,0.9996900244,0.9996209247,0.9998230982
G5300630011700,53063011700,G5300630011701,53063011701,0.2697130441,0.3461136804,0.3581909548,0.3467153285,0.3522458629,0.340167754,0.4437819421,0.292109681
G5300630011700,53063011700,G5300630011702,53063011702,0.7302869559,0.6538863196,0.6418090452,0.6532846715,0.6477541371,0.659832246,0.5562180579,0.707890319
G5300630011800,53063011800,G5300630011800,53063011800,1,1,1,1,1,1,1,1
G5300630011900,53063011900,G5300630011900,53063011900,1,1,1,1,1,1,1,1
G5300630012000,53063012000,G5300630012000,53063012000,1,1,1,1,1,1,1,1
G5300630012100,53063012100,G5300630012100,53063012100,1,1,1,1,1,1,1,1
G5300630012200,53063012200,G5300630012200,53063012200,1,1,1,1,1,1,1,1
G5300630012300,53063012300,G5300630012300,53063012300,1,1,1,1,1,1,1,1
G5300630012401,53063012401,G5300630012401,53063012401,1,1,1,1,1,1,1,1
G5300630012402,53063012402,G5300630012402,53063012402,1,1,1,1,1,1,1,1
G5300630012500,53063012500,G5300630012500,53063012500,1,1,1,1,1,1,1,1
G5300630012600,53063012600,G5300630012600,53063012600,1,1,1,1,1,1,1,1
G5300630012701,53063012701,G5300630012701,53063012701,1,1,1,1,1,1,1,1
G5300630012702,53063012702,G5300630012702,53063012702,1,1,1,1,1,1,1,1
G5300630012801,53063012801,G5300630012801,53063012801,1,1,1,1,1,1,1,1
G5300630012802,53063012802,G5300630012802,53063012802,1,1,1,1,1,1,1,1
G5300630012901,53063012901,G5300630012901,53063012901,1,1,1,1,1,1,1,1
G5300630012902,53063012902,G5300630012902,53063012902,1,1,1,1,1,1,1,1
G5300630013000,53063013000,G5300630013000,53063013000,1,1,1,1,1,1,1,1
G5300630013100,53063013100,G5300630013100,53063013100,1,1,1,1,1,1,1,1
G5300630013201,53063013201,G5300630013201,53063013201,1,1,1,1,1,1,1,1
G5300630013202,53063013202,G5300630013202,53063013202,1,1,1,1,1,1,1,1
G5300630013300,53063013300,G5300630013300,53063013300,1,1,1,1,1,1,1,1
G5300630013401,53063013401,G5300630004800,53063004800,0.00000946,0.0000847698,0.0000833273,0.0000777852,0.0000828502,0.0000805263,0.0000811318,0.0001177748
G5300630013401,53063013401,G5300630013401,53063013401,0.99999054,0.9999152302,0.9999166727,0.9999222148,0.9999171498,0.9999194737,0.9999188682,0.9998822252
G5300630013500,53063013500,G5300630003900,53063003900,0.0000036907,0.0000275038,0.0000297569,0.0000242495,0.0000252934,0.0000243347,0.0000280315,0
G5300630013500,53063013500,G5300630013500,53063013500,0.9999963093,0.9999724962,0.9999702431,0.9999757505,0.9999747066,0.9999756653,0.9999719685,1
G5300630013600,53063013600,G5300630013600,53063013600,1,1,1,1,1,1,1,1
G5300630013700,53063013700,G5300630003600,53063003600,0.0000800325,0,0,0,0,0,0,0
G5300630013700,53063013700,G5300630003800,53063003800,0.0002316153,0.0001673465,0.0002014947,0.0002528104,0.0003614021,0.0004055499,0.0005416718,0
G5300630013700,53063013700,G5300630013700,53063013700,0.9996883522,0.9998326535,0.9997985053,0.9997471896,0.9996385979,0.9995944501,0.9994583282,1
G5300630013800,53063013800,G5300630013800,53063013800,1,1,1,1,1,1,1,1
G5300630013900,53063013900,G5300630013900,53063013900,1,1,1,1,1,1,1,1
G5300630014001,53063014001,G5300630014001,53063014001,1,1,1,1,1,1,1,1
G5300630014002,53063014002,G5300630014002,53063014002,1,1,1,1,1,1,1,1
G5300630014100,53063014100,G5300630013900,53063013900,0.0000131869,0.0000018471,0.0000024514,0.000003193,0.0000024872,0.0000023466,0.0000030173,0
G5300630014100,53063014100,G5300630014100,53063014100,0.9999868131,0.9999981529,0.9999975486,0.999996807,0.9999975128,0.9999976534,0.9999969827,1
G5300630014200,53063014200,G5300630014200,53063014200,1,1,1,1,1,1,1,1
G5300630014300,53063014300,G5300630014300,53063014300,0.9999984259,0.9998994546,0.9999723779,0.9999639659,0.9999730424,0.9999758657,1,0.9998789194
G5300630014300,53063014300,G5300750000900,53075000900,0.0000015741,0.0001005454,0.0000276221,0.0000360341,0.0000269576,0.0000241343,0,0.0001210806
G5300650950100,53065950100,G5300650950100,53065950100,1,1,1,1,1,1,1,1
G5300650950200,53065950200,G5300650950200,53065950200,1,1,1,1,1,1,1,1
G5300650950300,53065950300,G5300650950200,53065950200,0.0033320996,0,0,0,0,0,0,0
G5300650950300,53065950300,G5300650950300,53065950300,0.9966679004,1,1,1,1,1,1,1
G5300650950500,53065950500,G5300650950500,53065950500,1,1,1,1,1,1,1,1
G5300650950600,53065950600,G5300650950600,53065950600,1,1,1,1,1,1,1,1
G5300650950700,53065950700,G5300650950700,53065950700,1,1,1,1,1,1,1,1
G5300650950800,53065950800,G5300650950800,53065950800,1,1,1,1,1,1,1,1
G5300650950900,53065950900,G5300650950900,53065950900,1,1,1,1,1,1,1,1
G5300650951000,53065951000,G5300650941000,53065941000,1,1,1,1,1,1,1,1
G5300650951100,53065951100,G5300650951100,53065951100,1,1,1,1,1,1,1,1
G5300650951300,53065951300,G5300650951300,53065951300,1,1,1,1,1,1,1,1
G5300650951400,53065951400,G5300650951400,53065951400,1,1,1,1,1,1,1,1
G5300670010100,53067010100,G5300670010100,53067010100,0.9989285434,1,1,1,1,1,1,1
G5300670010100,53067010100,G5300670010400,53067010400,0.0010714566,0,0,0,0,0,0,0
G5300670010200,53067010200,G5300670010200,53067010200,1,1,1,1,1,1,1,1
G5300670010300,53067010300,G5300670010300,53067010300,0.9939948055,0.9996288496,0.9996295345,0.9995315283,0.9996022574,0.9996027588,0.9994289831,0.9997474817
G5300670010300,53067010300,G5300670010400,53067010400,0.0060051945,0.0003711504,0.0003704655,0.0004684717,0.0003977426,0.0003972412,0.0005710169,0.0002525183
G5300670010400,53067010400,G5300670010100,53067010100,0.0045356016,0.0003690011,0.0003836848,0.0003448118,0.0004178053,0.0004119191,0.000337878,0.0007199303
G5300670010400,53067010400,G5300670010300,53067010300,0.0002757806,0,0,0,0,0,0,0
G5300670010400,53067010400,G5300670010400,53067010400,0.993435982,0.9996309989,0.9996163152,0.9996551882,0.9995821947,0.9995880809,0.999662122,0.9992800697
G5300670010400,53067010400,G5300670010520,53067010520,0.0017526358,0,0,0,0,0,0,0
G5300670010500,53067010500,G5300670010100,53067010100,0,0,0,0,0,0,0,0
G5300670010500,53067010500,G5300670010510,53067010510,0.4166006926,0.2169652518,0.2198398732,0.2269257289,0.2361803451,0.2367910098,0.2733808105,0.2194110461
G5300670010500,53067010500,G5300670010520,53067010520,0.5763924005,0.7825456944,0.7797818035,0.7725733972,0.7634465378,0.7627557055,0.7265306122,0.7800875713
G5300670010500,53067010500,G5300670010910,53067010910,0.0068531704,0.0004651195,0.0003487771,0.0004762482,0.0003454724,0.0004254433,0,0.0005012051
G5300670010500,53067010500,G5300670011000,53067011000,0.0001537366,0.0000239343,0.0000295462,0.0000246257,0.0000276447,0.0000278415,0.0000885772,0.0000001775
G5300670010600,53067010600,G5300670010600,53067010600,1,1,1,1,1,1,1,1
G5300670010700,53067010700,G5300670010700,53067010700,1,1,1,1,1,1,1,1
G5300670010800,53067010800,G5300670010800,53067010800,0.9967115154,1,1,1,1,1,1,1
G5300670010800,53067010800,G5300670010920,53067010920,0.0032884846,0,0,0,0,0,0,0
G5300670010900,53067010900,G5300670010910,53067010910,0.4070991381,0.5782184799,0.564665621,0.5472440945,0.5814585909,0.5800936768,0.4023517382,0.7491622786
G5300670010900,53067010900,G5300670010920,53067010920,0.5929008619,0.4217815201,0.435334379,0.4527559055,0.4185414091,0.4199063232,0.5976482618,0.2508377214
G5300670011000,53067011000,G5300670010510,53067010510,0.0002323855,0.0002106145,0.0002094724,0.0002285952,0.0002051821,0.0002005291,0.0002258837,0.0000827531
