GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,RES_TRSTA,BLOCKA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,ET1001,ET2001,ET2002,ET2003,ET2004,ET2005,ET2006,ET2007,ET2008,ET2009,ET2010
"G53003300104","1990","WA",,,,,,,,,"0104",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000003405","0000000000","Tract 104","S","+47553631","-122302165",,7832,1972,1305,105,4124,7,98,26,7,76,112
"G53003300105","1990","WA",,,,,,,,,"0105",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000001745","0000000000","Tract 105","S","+47556800","-122383511",,5278,4788,108,45,165,4,93,1,2,19,53
"G53003300106","1990","WA",,,,,,,,,"0106",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000002622","0000006734","Tract 106","S","+47550550","-122420273",,6892,6133,197,80,283,6,88,4,4,16,81
"G53003300107","1990","WA",,,,,,,,,"0107",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000002223","0000000000","Tract 107","S","+47543950","-122367719",,5527,2139,1317,215,1441,15,133,22,34,55,156
"G53003300108","1990","WA",,,,,,,,,"0108",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000004090","0000000308","Tract 108","S","+47543139","-122347833",,3550,2158,272,108,757,17,82,15,15,30,96
"G53003300109","1990","WA",,,,,,,,,"0109",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000004739","0000000287","Tract 109","S","+47542950","-122319799",,1238,808,97,63,117,1,48,5,16,4,79
"G5300330010999","1990","WA",,,,,,,,,"010999",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000000000","0000000000","Tract 109.99","S","+47535466","-122320228",,0,0,0,0,0,0,0,0,0,0,0
"G53003300110","1990","WA",,,,,,,,,"0110",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000002753","0000000000","Tract 110","S","+47540300","-122292566",,6251,935,2058,160,2792,12,62,14,28,58,132
"G53003300111","1990","WA",,,,,,,,,"0111",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000002464","0000001663","Tract 111","S","+47540200","-122262949",,8182,2170,2413,83,3073,23,87,44,12,124,153
"G53003300112","1990","WA",,,,,,,,,"0112",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000002773","0000000190","Tract 112","S","+47528933","-122323625",,2809,1725,229,82,351,2,149,9,14,14,234
"G53003300113","1990","WA",,,,,,,,,"0113",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000003306","0000000040","Tract 113","S","+47524800","-122342124",,5434,3788,362,124,805,11,172,7,8,34,123
"G53003300114","1990","WA",,,,,,,,,"0114",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000002418","0000000000","Tract 114","S","+47525650","-122362544",,6684,4294,562,158,1194,12,197,10,23,29,205
"G53003300115","1990","WA",,,,,,,,,"0115",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000001536","0000000000","Tract 115","S","+47531150","-122374474",,4248,3562,173,75,214,17,107,5,7,4,84
"G53003300116","1990","WA",,,,,,,,,"0116",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000003152","0000006044","Tract 116","S","+47535450","-122423546",,6027,5613,64,46,172,2,83,8,8,2,29
"G53003300117","1990","WA",,,,,,,,,"0117",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000003507","0000000000","Tract 117","S","+47520800","-122283399",,4232,986,1564,40,1416,11,47,16,1,84,67
"G53003300118","1990","WA",,,,,,,,,"0118",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000002322","0000002285","Tract 118","S","+47519950","-122259533",,6612,2136,2474,142,1576,9,44,34,13,56,128
"G53003300119","1990","WA",,,,,,,,,"0119",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000003270","0000001338","Tract 119","S","+47509100","-122250900",,6503,3046,1750,69,1367,12,90,30,13,58,68
"G53003300120","1990","WA",,,,,,,,,"0120",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000001460","0000000000","Tract 120","S","+47513000","-122379043",,3494,3078,62,58,179,3,58,0,0,2,54
"G53003300121","1990","WA",,,,,,,,,"0121",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000001752","0000011689","Tract 121","S","+47521216","-122425336",,2753,2525,17,24,96,0,46,2,1,15,27
"G53003300201","1990","WA",,,,,,,,,"0201",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000001785","0000005042","Tract 201","S","+47771279","-122395305",,3067,2891,7,12,125,1,29,0,0,0,2
"G53003300202","1990","WA",,,,,,,,,"0202",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000002573","0000000000","Tract 202","S","+47771933","-122362780",,5580,5016,46,19,395,0,86,0,1,1,16
"G53003300203","1990","WA",,,,,,,,,"0203",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000002584","0000000031","Tract 203","S","+47772050","-122337996",,5594,4803,90,49,517,1,83,4,5,3,39
"G53003300204","1990","WA",,,,,,,,,"0204",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000005088","0000000000","Tract 204","S","+47769739","-122305724",,8696,7371,149,91,826,7,155,5,1,30,61
"G53003300205","1990","WA",,,,,,,,,"0205",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000002723","0000000000","Tract 205","S","+47757650","-122313281",,5997,5272,85,56,462,2,70,1,4,14,31
"G53003300206","1990","WA",,,,,,,,,"0206",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000001989","0000000000","Tract 206","S","+47755343","-122331350",,3518,2839,85,40,468,5,58,0,2,2,19
"G53003300207","1990","WA",,,,,,,,,"0207",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000001724","0000000000","Tract 207","S","+47756797","-122346714",,3337,2744,44,50,368,6,68,0,2,20,35
"G53003300208","1990","WA",,,,,,,,,"0208",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000003129","0000005510","Tract 208","S","+47758706","-122381924",,4588,4271,23,10,205,4,55,0,0,0,20
"G53003300209","1990","WA",,,,,,,,,"0209",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000004771","0000005574","Tract 209","S","+47738993","-122382230",,3206,2778,36,15,324,1,25,0,2,11,14
"G53003300210","1990","WA",,,,,,,,,"0210",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000002637","0000000006","Tract 210","S","+47741100","-122332658",,5581,4489,107,51,785,3,51,4,3,13,75
"G53003300211","1990","WA",,,,,,,,,"0211",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000001626","0000000000","Tract 211","S","+47739366","-122315090",,3803,3157,86,45,384,5,66,0,4,14,42
"G53003300212","1990","WA",,,,,,,,,"0212",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000000986","0000000000","Tract 212","S","+47743720","-122307761",,682,562,85,20,6,0,3,2,2,0,2
"G53003300213","1990","WA",,,,,,,,,"0213",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000001702","0000000998","Tract 213","S","+47738358","-122285791",,3556,3027,84,19,342,6,24,1,1,19,33
"G53003300214","1990","WA",,,,,,,,,"0214",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000003249","0000000463","Tract 214","S","+47754499","-122289230",,3816,3575,28,16,137,2,45,0,0,7,6
"G53003300215","1990","WA",,,,,,,,,"0215",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000003510","0000000424","Tract 215","S","+47765050","-122274600",,4641,4253,31,18,266,6,47,1,0,8,11
"G53003300216","1990","WA",,,,,,,,,"0216",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000002890","0000000147","Tract 216","S","+47766717","-122257028",,4569,4013,49,15,381,7,56,3,0,16,29
"G53003300217","1990","WA",,,,,,,,,"0217",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000005656","0000000000","Tract 217","S","+47764338","-122230946",,4012,3717,42,34,108,3,65,2,2,6,33
"G5300330021801","1990","WA",,,,,,,,,"021801",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000006479","0000000000","Tract 218.01","S","+47765200","-122204724",,7675,7192,67,54,224,8,85,0,2,11,32
"G5300330021802","1990","WA",,,,,,,,,"021802",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000004729","0000000000","Tract 218.02","S","+47767400","-122171433",,2877,2718,17,15,56,1,48,0,0,5,17
"G5300330021901","1990","WA",,,,,,,,,"021901",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000006326","0000000005","Tract 219.01","S","+47741000","-122170136",,6367,5642,114,37,404,14,84,10,8,13,41
"G5300330021903","1990","WA",,,,,,,,,"021903",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000003220","0000000011","Tract 219.03","S","+47719200","-122177199",,5930,5294,107,47,293,9,101,3,0,17,59
"G5300330021904","1990","WA",,,,,,,,,"021904",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000003423","0000000000","Tract 219.04","S","+47723618","-122160928",,4573,3812,81,29,495,1,55,4,8,9,79
"G5300330022001","1990","WA",,,,,,,,,"022001",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000004503","0000000000","Tract 220.01","S","+47745580","-122200327",,2968,2765,31,21,103,3,35,1,1,0,8
"G5300330022003","1990","WA",,,,,,,,,"022003",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000002306","0000000000","Tract 220.03","S","+47726183","-122197271",,5363,4831,94,34,227,9,92,2,3,1,70
"G5300330022004","1990","WA",,,,,,,,,"022004",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000003932","0000000000","Tract 220.04","S","+47708902","-122194733",,7602,6770,147,35,491,4,89,1,1,8,56
"G53003300221","1990","WA",,,,,,,,,"0221",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000008321","0000001553","Tract 221","S","+47743832","-122240130",,7970,7363,65,44,379,3,85,0,0,2,29
"G5300330022201","1990","WA",,,,,,,,,"022201",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000002342","0000000000","Tract 222.01","S","+47728382","-122230588",,4662,4253,35,35,217,8,75,0,1,15,23
"G5300330022202","1990","WA",,,,,,,,,"022202",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000002590","0000000000","Tract 222.02","S","+47721367","-122213741",,6909,6234,132,56,318,9,107,0,9,4,40
"G5300330022298","1990","WA",,,,,,,,,"022298",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000003210","0000000591","Tract 222.98","S","+47709950","-122224014",,3790,3474,40,20,179,2,51,1,0,3,20
"G5300330022398","1990","WA",,,,,,,,,"022398",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000005209","0000003739","Tract 223.98","S","+47709205","-122246319",,2639,2538,19,12,40,1,19,0,2,0,8
"G53003300224","1990","WA",,,,,,,,,"0224",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000004509","0000003812","Tract 224","S","+47685750","-122210104",,6665,6306,89,30,109,1,94,2,0,1,33
"G53003300225","1990","WA",,,,,,,,,"0225",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000003898","0000000120","Tract 225","S","+47681133","-122190857",,5453,5019,66,45,207,1,94,1,0,1,19
"G5300330022601","1990","WA",,,,,,,,,"022601",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000005827","0000000013","Tract 226.01","S","+47684450","-122173055",,7259,6573,98,29,341,8,112,1,4,7,86
"G5300330022602","1990","WA",,,,,,,,,"022602",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000007465","0000000033","Tract 226.02","S","+47679785","-122155354",,9458,8506,144,34,495,4,174,2,4,15,80
"G53003300227","1990","WA",,,,,,,,,"0227",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000008459","0000000474","Tract 227","S","+47658071","-122186402",,7610,7079,59,35,313,1,90,3,1,4,25
"G5300330022801","1990","WA",,,,,,,,,"022801",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000004878","0000000000","Tract 228.01","S","+47644636","-122150102",,6947,5920,229,36,592,8,88,2,5,13,54
"G5300330022802","1990","WA",,,,,,,,,"022802",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000002541","0000000000","Tract 228.02","S","+47664055","-122134265",,4332,3827,54,15,347,5,58,0,1,8,17
"G5300330022803","1990","WA",,,,,,,,,"022803",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000004684","0000000000","Tract 228.03","S","+47643943","-122129578",,2873,2487,45,14,270,0,27,5,0,1,24
"G53003300229","1990","WA",,,,,,,,,"0229",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000004972","0000001709","Tract 229","S","+47638640","-122103914",,8705,7667,68,33,771,13,117,0,1,4,31
"G53003300230","1990","WA",,,,,,,,,"0230",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000003253","0000002486","Tract 230","S","+47618450","-122101567",,5467,4807,76,17,433,1,90,4,0,1,38
"G53003300231","1990","WA",,,,,,,,,"0231",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000002508","0000002506","Tract 231","S","+47606550","-122110796",,3749,3280,66,15,285,1,57,0,7,3,35
"G53003300232","1990","WA",,,,,,,,,"0232",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000003103","0000000000","Tract 232","S","+47618300","-122132849",,8585,6668,339,41,1206,5,194,5,8,16,103
"G53003300233","1990","WA",,,,,,,,,"0233",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000003620","0000000249","Tract 233","S","+47601500","-122126623",,6363,5233,139,41,748,5,100,0,5,17,75
"G5300330023401","1990","WA",,,,,,,,,"023401",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000003575","0000000000","Tract 234.01","S","+47585950","-122143551",,3101,2564,69,21,326,4,64,0,5,5,43
"G5300330023402","1990","WA",,,,,,,,,"023402",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000005004","0000003864","Tract 234.02","S","+47577867","-122099887",,7494,6777,97,28,443,6,101,0,6,3,33
"G53003300235","1990","WA",,,,,,,,,"0235",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000002218","0000000000","Tract 235","S","+47591639","-122171877",,3224,2908,59,7,196,4,35,1,2,1,11
"G5300330023601","1990","WA",,,,,,,,,"023601",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000004551","0000000000","Tract 236.01","S","+47613150","-122172252",,3203,2751,45,17,283,2,52,0,0,2,51
"G5300330023602","1990","WA",,,,,,,,,"023602",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000004993","0000000000","Tract 236.02","S","+47605606","-122151199",,9713,7762,351,52,1156,8,198,7,2,20,157
"G53003300237","1990","WA",,,,,,,,,"0237",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000007443","0000000018","Tract 237","S","+47632733","-122171749",,4234,3738,109,8,316,0,46,0,2,2,13
"G5300330023801","1990","WA",,,,,,,,,"023801",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000003791","0000000000","Tract 238.01","S","+47595218","-122189301",,2090,1883,28,10,134,1,22,0,0,2,10
"G5300330023802","1990","WA",,,,,,,,,"023802",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000001800","0000000000","Tract 238.02","S","+47614950","-122196374",,1182,1092,20,2,46,0,18,0,0,1,3
"G53003300239","1990","WA",,,,,,,,,"0239",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000004723","0000004259","Tract 239","S","+47583150","-122199308",,6363,5828,55,10,380,2,60,1,2,3,22
"G53003300240","1990","WA",,,,,,,,,"0240",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000004670","0000000232","Tract 240","S","+47627000","-122203128",,6836,6231,102,12,357,6,87,3,0,4,34
"G53003300241","1990","WA",,,,,,,,,"0241",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000004386","0000001644","Tract 241","S","+47640500","-122219588",,4459,4227,8,3,181,0,30,0,0,8,2
"G53003300242","1990","WA",,,,,,,,,"0242",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000003699","0000011140","Tract 242","S","+47627700","-122236934",,2977,2822,8,3,107,0,26,0,0,0,11
"G53003300243","1990","WA",,,,,,,,,"0243",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000004109","0000009409","Tract 243","S","+47590100","-122244574",,5802,5037,145,14,490,5,76,0,0,1,34
"G53003300244","1990","WA",,,,,,,,,"0244",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000001703","0000000650","Tract 244","S","+47582050","-122216647",,2303,2005,37,6,202,0,41,2,0,0,10
"G53003300245","1990","WA",,,,,,,,,"0245",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000003834","0000002226","Tract 245","S","+47566550","-122218976",,4568,4106,43,7,356,2,36,0,1,9,8
"G53003300246","1990","WA",,,,,,,,,"0246",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000006886","0000005137","Tract 246","S","+47539050","-122224288",,8143,7361,73,7,616,4,71,0,0,0,11
"G5300330024701","1990","WA",,,,,,,,,"024701",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000002732","0000000000","Tract 247.01","S","+47564233","-122181007",,3210,2901,40,7,185,5,53,1,0,1,17
"G5300330024798","1990","WA",,,,,,,,,"024798",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000006343","0000000788","Tract 247.98","S","+47534476","-122187199",,5092,4460,107,18,423,0,60,0,0,3,21
"G53003300248","1990","WA",,,,,,,,,"0248",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000003952","0000000000","Tract 248","S","+47573900","-122152224",,5087,4479,126,29,349,3,66,1,0,0,34
"G5300330024901","1990","WA",,,,,,,,,"024901",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000003131","0000000000","Tract 249.01","S","+47564700","-122156586",,5208,4271,73,13,738,4,76,3,0,3,27
"G5300330024902","1990","WA",,,,,,,,,"024902",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000001985","0000000000","Tract 249.02","S","+47565876","-122132534",,3618,3163,53,3,343,1,37,0,2,4,12
"G5300330024903","1990","WA",,,,,,,,,"024903",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000005042","0000000000","Tract 249.03","S","+47551753","-122138886",,5294,4311,87,16,805,3,53,0,0,9,10
"G5300330025002","1990","WA",,,,,,,,,"025002",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000036319","0000000000","Tract 250.02","S","+47539730","-122114682",,3766,3374,31,6,286,2,58,0,0,3,6
"G5300330025098","1990","WA",,,,,,,,,"025098",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000003628","0000000029","Tract 250.98","S","+47539250","-122170568",,4086,3525,89,12,375,1,61,1,0,0,22
"G53003300251","1990","WA",,,,,,,,,"0251",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000009161","0000000000","Tract 251","S","+47501800","-122145274",,6502,5546,285,74,429,8,86,1,2,21,50
"G53003300252","1990","WA",,,,,,,,,"0252",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000004647","0000000000","Tract 252","S","+47510917","-122182490",,4767,4291,118,56,219,5,49,4,5,5,15
"G53003300253","1990","WA",,,,,,,,,"0253",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000007832","0000004455","Tract 253","S","+47500300","-122208601",,6110,5388,220,68,211,4,125,11,1,13,69
"G53003300254","1990","WA",,,,,,,,,"0254",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000002295","0000000000","Tract 254","S","+47494000","-122183215",,5437,4597,282,68,307,13,92,16,9,22,31
"G53003300255","1990","WA",,,,,,,,,"0255",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000001525","0000000000","Tract 255","S","+47496833","-122167792",,3709,3201,188,60,137,5,40,5,3,5,65
"G53003300256","1990","WA",,,,,,,,,"0256",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000008116","0000000000","Tract 256","S","+47478900","-122157638",,6172,5528,189,68,271,2,59,1,9,7,38
"G53003300257","1990","WA",,,,,,,,,"0257",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000006780","0000000000","Tract 257","S","+47467750","-122179010",,8176,6411,535,68,896,8,117,13,1,28,99
"G5300330025801","1990","WA",,,,,,,,,"025801",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000005406","0000000000","Tract 258.01","S","+47453646","-122201638",,6593,5288,322,59,730,9,91,11,0,15,68
"G5300330025802","1990","WA",,,,,,,,,"025802",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000003755","0000000000","Tract 258.02","S","+47453900","-122170965",,8462,7345,344,64,436,7,159,10,5,16,76
"G53003300259","1990","WA",,,,,,,,,"0259",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000008259","0000000000","Tract 259","S","+47460733","-122227972",,218,167,10,16,2,0,21,0,0,0,2
"G5300330026001","1990","WA",,,,,,,,,"026001",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000002714","0000000000","Tract 260.01","S","+47498900","-122235224",,4937,3340,736,35,671,13,52,18,5,30,37
"G5300330026002","1990","WA",,,,,,,,,"026002",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000002775","0000000000","Tract 260.02","S","+47485700","-122225714",,5077,3379,956,29,531,11,76,15,0,16,64
"G53003300261","1990","WA",,,,,,,,,"0261",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000004345","0000000000","Tract 261","S","+47489960","-122247580",,5396,3184,1295,62,678,16,38,26,8,19,70
"G53003300262","1990","WA",,,,,,,,,"0262",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000007368","0000000107","Tract 262","S","+47462133","-122253887",,4130,3298,312,42,325,4,64,8,1,21,55
"G53003300263","1990","WA",,,,,,,,,"0263",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000004958","0000000320","Tract 263","S","+47509715","-122288431",,1172,948,92,32,66,1,17,0,1,6,9
"G53003300264","1990","WA",,,,,,,,,"0264",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000004827","0000000116","Tract 264","S","+47509500","-122307974",,5143,4013,362,86,418,9,102,15,12,9,117
"G53003300265","1990","WA",,,,,,,,,"0265",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000001186","0000000000","Tract 265","S","+47514967","-122340267",,2464,1110,205,63,974,2,36,14,6,14,40
"G53003300266","1990","WA",,,,,,,,,"0266",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000001160","0000000000","Tract 266","S","+47513714","-122361936",,2043,1494,56,65,315,4,24,12,14,12,47
"G53003300267","1990","WA",,,,,,,,,"0267",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000003031","0000001104","Tract 267","S","+47496550","-122366142",,5163,4362,126,117,363,0,82,1,23,11,78
"G53003300268","1990","WA",,,,,,,,,"0268",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000003549","0000000024","Tract 268","S","+47501867","-122342573",,8221,6118,298,202,1090,7,189,11,25,31,250
"G53003300269","1990","WA",,,,,,,,,"0269",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000000706","0000000000","Tract 269","S","+47508200","-122328599",,1421,1165,55,28,102,1,20,0,4,7,39
"G53003300270","1990","WA",,,,,,,,,"0270",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000001955","0000000013","Tract 270","S","+47497800","-122320593",,3010,2548,79,59,209,3,67,2,2,3,38
