GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,RES_TRSTA,BLOCKA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,ET1001,ET2001,ET2002,ET2003,ET2004,ET2005,ET2006,ET2007,ET2008,ET2009,ET2010
"G53003300331","1990","WA",,,,,,,,,"0331",,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000849436","0000003701","Tract 331","S","+47220256","-121582217",,85,83,0,2,0,0,0,0,0,0,0
"G5300350080101","1990","WA",,,,,,,,,"080101",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000002196","0000000321","Tract 801.01","S","+47597800","-122645957",,1987,1669,80,14,121,1,54,3,7,17,21
"G5300350080102","1990","WA",,,,,,,,,"080102",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000002341","0000000306","Tract 801.02","S","+47591250","-122634561",,3653,3076,167,51,224,7,55,1,3,24,45
"G53003500802","1990","WA",,,,,,,,,"0802",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000002492","0000000000","Tract 802","S","+47597550","-122619274",,3495,2932,169,23,216,3,43,0,6,32,71
"G53003500803","1990","WA",,,,,,,,,"0803",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000001660","0000000206","Tract 803","S","+47582400","-122622128",,4382,3519,399,72,145,5,99,16,1,22,104
"G53003500804","1990","WA",,,,,,,,,"0804",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000002858","0000003704","Tract 804","S","+47583550","-122600647",,3525,3166,84,36,117,8,45,4,6,13,46
"G53003500805","1990","WA",,,,,,,,,"0805",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000000715","0000000232","Tract 805","S","+47572367","-122627136",,2197,1818,136,47,104,5,32,4,2,3,46
"G53003500806","1990","WA",,,,,,,,,"0806",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000002375","0000000705","Tract 806","S","+47579500","-122648073",,4894,4165,202,87,262,9,66,16,11,27,49
"G53003500807","1990","WA",,,,,,,,,"0807",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000003833","0000002844","Tract 807","S","+47584650","-122669416",,3113,2915,39,31,64,1,42,3,0,0,18
"G5300350080898","1990","WA",,,,,,,,,"080898",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000001025","0000000641","Tract 808.98","S","+47587200","-122688432",,3086,2254,279,26,285,1,126,8,9,53,45
"G5300350080998","1990","WA",,,,,,,,,"080998",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000013545","0000000918","Tract 809.98","S","+47564891","-122695749",,3533,3179,122,51,75,4,53,1,6,18,24
"G53003500810","1990","WA",,,,,,,,,"0810",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000003165","0000000872","Tract 810","S","+47553800","-122667804",,4533,3547,408,101,272,10,101,14,9,33,38
"G53003500811","1990","WA",,,,,,,,,"0811",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000001559","0000000000","Tract 811","S","+47564750","-122655818",,3664,3147,196,76,130,6,56,0,6,12,35
"G53003500812","1990","WA",,,,,,,,,"0812",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000000818","0000000000","Tract 812","S","+47567100","-122640971",,2730,2277,151,61,103,7,62,5,8,11,45
"G53003500813","1990","WA",,,,,,,,,"0813",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000000339","0000001091","Tract 813","S","+47562686","-122616333",,641,480,93,19,12,0,32,1,1,1,2
"G53003500814","1990","WA",,,,,,,,,"0814",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000001664","0000002461","Tract 814","S","+47560100","-122640869",,312,258,28,4,9,0,5,1,0,2,5
"G5300350081499","1990","WA",,,,,,,,,"081499",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000000000","0000000000","Tract 814.99","S","+47557855","-122635508",,2802,1957,499,20,56,2,60,13,4,7,184
"G5300350090101","1990","WA",,,,,,,,,"090101",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000046286","0000049061","Tract 901.01","S","+47890747","-122578429",,3183,2664,5,408,37,0,34,0,10,1,24
"G5300350090102","1990","WA",,,,,,,,,"090102",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000044806","0000069615","Tract 901.02","S","+47817186","-122494478",,3335,3167,10,37,62,2,43,1,1,0,12
"G53003500902","1990","WA",,,,,,,,,"0902",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000068437","0000025658","Tract 902","S","+47795676","-122636970",,5386,5134,16,76,64,4,62,0,1,2,27
"G53003500903","1990","WA",,,,,,,,,"0903",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000028594","0000008781","Tract 903","S","+47730778","-122715857",,3702,3005,238,41,186,1,109,5,10,19,88
"G5300350090399","1990","WA",,,,,,,,,"090399",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000000000","0000000000","Tract 903.99","S","+47746255","-122724354",,708,580,57,5,13,1,21,2,1,0,28
"G53003500904","1990","WA",,,,,,,,,"0904",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000023449","0000000617","Tract 904","S","+47710246","-122682325",,3507,3213,26,24,153,2,60,2,0,2,25
"G53003500905","1990","WA",,,,,,,,,"0905",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000012840","0000002336","Tract 905","S","+47737134","-122640039",,5611,5234,59,69,129,3,51,0,2,2,62
"G5300350090601","1990","WA",,,,,,,,,"090601",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000027558","0000005353","Tract 906.01","S","+47729094","-122584289",,4516,3945,19,348,103,0,63,0,14,6,18
"G5300350090602","1990","WA",,,,,,,,,"090602",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000017046","0000019624","Tract 906.02","S","+47743467","-122496390",,1902,1790,4,43,32,1,21,1,3,0,7
"G53003500907","1990","WA",,,,,,,,,"0907",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000016574","0000046870","Tract 907","S","+47696520","-122505947",,4026,3831,6,25,107,0,44,0,4,1,8
"G53003500908","1990","WA",,,,,,,,,"0908",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000018672","0000009817","Tract 908","S","+47671155","-122560670",,3037,2808,8,43,118,3,33,0,5,4,15
"G53003500909","1990","WA",,,,,,,,,"0909",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000007621","0000013626","Tract 909","S","+47634183","-122493768",,4037,3780,12,29,158,1,47,0,0,5,5
"G53003500910","1990","WA",,,,,,,,,"0910",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000028635","0000027870","Tract 910","S","+47603093","-122518119",,4746,4485,17,47,122,9,43,0,3,7,13
"G53003500911","1990","WA",,,,,,,,,"0911",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000019804","0000009507","Tract 911","S","+47687139","-122629798",,3660,3364,61,42,95,1,56,0,1,17,23
"G5300350091201","1990","WA",,,,,,,,,"091201",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000005834","0000000961","Tract 912.01","S","+47646400","-122699621",,2839,2540,41,21,115,2,87,6,9,4,14
"G5300350091202","1990","WA",,,,,,,,,"091202",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000009669","0000001474","Tract 912.02","S","+47662375","-122668374",,5272,4454,154,40,403,2,130,8,1,26,54
"G53003500913","1990","WA",,,,,,,,,"0913",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000069301","0000024907","Tract 913","S","+47646875","-122780995",,6241,5776,35,54,216,9,67,0,13,31,40
"G53003500914","1990","WA",,,,,,,,,"0914",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000008213","0000004749","Tract 914","S","+47611050","-122708717",,2905,2640,31,42,121,3,36,0,4,16,12
"G53003500915","1990","WA",,,,,,,,,"0915",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000005249","0000003341","Tract 915","S","+47625161","-122664796",,3779,3094,119,27,403,0,77,0,4,18,37
"G53003500916","1990","WA",,,,,,,,,"0916",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000005289","0000000009","Tract 916","S","+47636550","-122639577",,5323,4462,116,70,456,6,94,8,8,41,62
"G53003500917","1990","WA",,,,,,,,,"0917",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000007366","0000003154","Tract 917","S","+47640650","-122605684",,6523,5477,180,71,603,2,91,4,8,53,34
"G53003500918","1990","WA",,,,,,,,,"0918",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000006554","0000002555","Tract 918","S","+47605967","-122602848",,2724,2432,64,30,93,0,56,0,4,5,40
"G53003500919","1990","WA",,,,,,,,,"0919",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000003804","0000002346","Tract 919","S","+47609600","-122654499",,2621,2318,69,28,130,0,45,0,0,12,19
"G53003500920","1990","WA",,,,,,,,,"0920",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000193258","0000030212","Tract 920","S","+47566248","-122861806",,3454,3268,10,47,53,3,31,0,11,6,25
"G53003500921","1990","WA",,,,,,,,,"0921",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000068216","0000002182","Tract 921","S","+47498110","-122718299",,3513,3303,40,37,68,2,36,3,0,11,13
"G53003500922","1990","WA",,,,,,,,,"0922",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000005521","0000002263","Tract 922","S","+47533952","-122646049",,4237,3854,89,63,111,0,65,1,4,10,40
"G53003500923","1990","WA",,,,,,,,,"0923",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000007195","0000000000","Tract 923","S","+47521186","-122623837",,4761,4189,73,57,225,2,107,0,2,35,71
"G53003500924","1990","WA",,,,,,,,,"0924",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000006099","0000000000","Tract 924","S","+47520630","-122596028",,6125,5357,112,54,325,6,155,2,5,24,85
"G53003500925","1990","WA",,,,,,,,,"0925",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000012399","0000004775","Tract 925","S","+47551386","-122597755",,4087,3814,25,55,83,0,71,0,0,3,36
"G53003500926","1990","WA",,,,,,,,,"0926",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000012028","0000026242","Tract 926","S","+47566095","-122523855",,4551,4199,49,55,86,1,81,0,6,11,63
"G53003500927","1990","WA",,,,,,,,,"0927",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000042464","0000020399","Tract 927","S","+47506268","-122536024",,5569,5171,44,96,117,4,95,1,3,4,34
"G53003500928","1990","WA",,,,,,,,,"0928",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000056833","0000006704","Tract 928","S","+47451832","-122574241",,7854,7258,64,81,192,9,171,0,2,23,54
"G53003500929","1990","WA",,,,,,,,,"0929",,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,,,"0000099426","0000000986","Tract 929","S","+47439471","-122701297",,7450,6885,68,107,224,2,100,0,2,10,52
"G53003709751","1990","WA",,,,,,,,,"9751",,,"99","Kittitas","037",,,"9","9999",,,,"9999","4","Washington","53",,,,"0001766043","0000052061","BNA 9751","S","+47334102","-121028598",,4364,4259,19,23,11,0,36,0,0,3,13
"G53003709752","1990","WA",,,,,,,,,"9752",,,"99","Kittitas","037",,,"9","9999",,,,"9999","4","Washington","53",,,,"0001539936","0000003092","BNA 9752","S","+47047616","-120918872",,2947,2888,1,11,15,0,26,0,2,0,4
"G53003709753","1990","WA",,,,,,,,,"9753",,,"99","Kittitas","037",,,"9","9999",,,,"9999","4","Washington","53",,,,"0001535005","0000013342","BNA 9753","S","+47132232","-120343022",,2324,2273,1,14,12,0,16,0,3,0,5
"G53003709754","1990","WA",,,,,,,,,"9754",,,"99","Kittitas","037",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000020468","0000000108","BNA 9754","S","+46989213","-120517185",,8771,8099,91,75,287,5,113,2,3,9,87
"G53003709755","1990","WA",,,,,,,,,"9755",,,"99","Kittitas","037",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000015911","0000000507","BNA 9755","S","+47015493","-120582133",,2915,2748,18,29,34,1,32,1,1,1,50
"G53003709756","1990","WA",,,,,,,,,"9756",,,"99","Kittitas","037",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000008083","0000000352","BNA 9756","S","+46983288","-120554149",,2710,2513,14,25,79,1,34,1,2,4,37
"G53003709757","1990","WA",,,,,,,,,"9757",,,"99","Kittitas","037",,,"9","9999",,,,"9999","4","Washington","53",,,,"0001062901","0000023568","BNA 9757","S","+46860793","-120231879",,2694,2442,3,28,22,0,50,0,0,0,149
"G53003909501","1990","WA",,,,,,,,,"9501",,,"99","Klickitat","039",,,"9","9999",,,,"9999","4","Washington","53",,,,"0003311805","0000052354","BNA 9501","S","+45905937","-120567118",,6802,6200,13,286,50,10,43,2,9,1,188
"G53003909502","1990","WA",,,,,,,,,"9502",,,"99","Klickitat","039",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000908001","0000022683","BNA 9502","S","+45770323","-121131524",,3700,3397,5,179,38,1,55,0,2,0,23
"G53003909503","1990","WA",,,,,,,,,"9503",,,"99","Klickitat","039",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000629910","0000007359","BNA 9503","S","+45874001","-121475962",,6114,5358,6,105,35,5,330,0,0,4,271
"G53004109701","1990","WA",,,,,,,,,"9701",,,"99","Lewis","041",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000448051","0000000038","BNA 9701","S","+46705566","-123203725",,2329,2280,0,23,6,0,13,0,0,1,6
"G53004109702","1990","WA",,,,,,,,,"9702",,,"99","Lewis","041",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000036085","0000000167","BNA 9702","S","+46692109","-123010800",,2221,2150,9,11,19,0,31,1,0,0,0
"G53004109703","1990","WA",,,,,,,,,"9703",,,"99","Lewis","041",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000015125","0000000216","BNA 9703","S","+46740084","-123001495",,4066,3909,6,19,46,1,36,0,0,6,43
"G53004109704","1990","WA",,,,,,,,,"9704",,,"99","Lewis","041",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000037256","0000000044","BNA 9704","S","+46743585","-122922672",,4140,3916,23,36,32,0,64,0,5,0,64
"G53004109705","1990","WA",,,,,,,,,"9705",,,"99","Lewis","041",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000002465","0000000066","BNA 9705","S","+46727708","-122964126",,2087,1988,9,34,10,0,28,1,0,0,17
"G53004109706","1990","WA",,,,,,,,,"9706",,,"99","Lewis","041",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000001497","0000000040","BNA 9706","S","+46717377","-122966631",,1976,1861,8,15,12,0,68,0,0,0,12
"G53004109707","1990","WA",,,,,,,,,"9707",,,"99","Lewis","041",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000012708","0000000000","BNA 9707","S","+46713718","-122942200",,3796,3581,14,27,43,0,67,1,7,2,54
"G53004109708","1990","WA",,,,,,,,,"9708",,,"99","Lewis","041",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000038841","0000000000","BNA 9708","S","+46671385","-122933100",,3755,3476,16,49,28,1,150,0,0,0,35
"G53004109709","1990","WA",,,,,,,,,"9709",,,"99","Lewis","041",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000001858","0000000000","BNA 9709","S","+46655646","-122971665",,1508,1436,2,14,10,0,24,0,5,0,17
"G53004109710","1990","WA",,,,,,,,,"9710",,,"99","Lewis","041",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000009754","0000000000","BNA 9710","S","+46636917","-122946530",,2583,2441,36,20,34,0,33,0,2,0,17
"G53004109711","1990","WA",,,,,,,,,"9711",,,"99","Lewis","041",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000345663","0000000200","BNA 9711","S","+46675472","-122767019",,2548,2495,8,15,14,0,15,0,0,0,1
"G53004109712","1990","WA",,,,,,,,,"9712",,,"99","Lewis","041",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000145954","0000001953","BNA 9712","S","+46517377","-122741210",,2379,2277,8,29,11,0,30,0,2,0,22
"G53004109713","1990","WA",,,,,,,,,"9713",,,"99","Lewis","041",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000107890","0000000000","BNA 9713","S","+46536097","-122880388",,3553,3378,7,35,20,0,49,4,4,1,55
"G53004109714","1990","WA",,,,,,,,,"9714",,,"99","Lewis","041",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000054211","0000000018","BNA 9714","S","+46610456","-122958242",,1796,1689,7,21,27,1,12,0,0,0,39
"G53004109715","1990","WA",,,,,,,,,"9715",,,"99","Lewis","041",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000709182","0000000012","BNA 9715","S","+46520815","-123176753",,5122,4950,2,43,13,2,79,0,2,0,31
"G53004109716","1990","WA",,,,,,,,,"9716",,,"99","Lewis","041",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000180096","0000000771","BNA 9716","S","+46440040","-122983117",,2792,2680,11,43,6,2,23,0,7,0,20
"G53004109717","1990","WA",,,,,,,,,"9717",,,"99","Lewis","041",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000671675","0000028168","BNA 9717","S","+46459543","-122512792",,3459,3335,6,76,7,1,21,0,0,0,13
"G53004109718","1990","WA",,,,,,,,,"9718",,,"99","Lewis","041",,,"9","9999",,,,"9999","4","Washington","53",,,,"0001081878","0000005217","BNA 9718","S","+46678219","-122291266",,2946,2887,4,20,4,0,26,0,0,0,5
"G53004109719","1990","WA",,,,,,,,,"9719",,,"99","Lewis","041",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000567441","0000025925","BNA 9719","S","+46527273","-122206136",,3145,3045,3,43,8,0,32,0,0,4,10
"G53004109720","1990","WA",,,,,,,,,"9720",,,"99","Lewis","041",,,"9","9999",,,,"9999","4","Washington","53",,,,"0001768567","0000011312","BNA 9720","S","+46571862","-121695696",,3157,3060,3,30,8,7,28,0,4,0,17
"G53004309601","1990","WA",,,,,,,,,"9601",,,"99","Lincoln","043",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000004954","0000000000","BNA 9601","S","+47650494","-118157138",,1514,1478,0,21,5,0,6,0,0,0,4
"G53004309602","1990","WA",,,,,,,,,"9602",,,"99","Lincoln","043",,,"9","9999",,,,"9999","4","Washington","53",,,,"0001410216","0000020734","BNA 9602","S","+47711090","-118110745",,1834,1764,6,40,10,0,13,0,1,0,0
"G53004309603","1990","WA",,,,,,,,,"9603",,,"99","Lincoln","043",,,"9","9999",,,,"9999","4","Washington","53",,,,"0001912033","0000040078","BNA 9603","S","+47713844","-118696813",,2442,2349,3,41,10,0,25,3,1,0,10
"G53004309604","1990","WA",,,,,,,,,"9604",,,"99","Lincoln","043",,,"9","9999",,,,"9999","4","Washington","53",,,,"0002658920","0000012999","BNA 9604","S","+47396111","-118367922",,3074,3012,3,30,7,2,10,0,0,1,9
"G5300450960198","1990","WA",,,,,,,,,"960198",,,"99","Mason","045",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000924287","0000017832","BNA 9601.98","S","+47475906","-123332218",,534,509,1,9,5,0,4,0,0,0,6
"G53004509602","1990","WA",,,,,,,,,"9602",,,"99","Mason","045",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000589364","0000038668","BNA 9602","S","+47282428","-123277404",,5099,4467,239,113,36,6,80,22,8,3,125
"G53004509603","1990","WA",,,,,,,,,"9603",,,"99","Mason","045",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000230347","0000042919","BNA 9603","S","+47445701","-122984984",,3794,3594,9,47,54,3,53,0,2,9,23
"G53004509604","1990","WA",,,,,,,,,"9604",,,"99","Mason","045",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000116351","0000015175","BNA 9604","S","+47396995","-122848602",,4939,4691,26,83,72,3,41,1,4,9,9
"G53004509605","1990","WA",,,,,,,,,"9605",,,"99","Mason","045",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000125871","0000018282","BNA 9605","S","+47331263","-123037979",,2312,2205,1,62,19,1,15,0,0,0,9
"G53004509606","1990","WA",,,,,,,,,"9606",,,"99","Mason","045",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000056672","0000002051","BNA 9606","S","+47239583","-123129531",,2533,2399,2,59,27,0,34,0,2,0,10
"G53004509607","1990","WA",,,,,,,,,"9607",,,"99","Mason","045",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000001982","0000000000","BNA 9607","S","+47225216","-123118235",,1620,1517,1,51,18,0,16,1,5,0,11
"G53004509608","1990","WA",,,,,,,,,"9608",,,"99","Mason","045",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000006741","0000000229","BNA 9608","S","+47220584","-123100024",,2684,2471,6,84,56,0,40,0,0,1,26
"G53004509609","1990","WA",,,,,,,,,"9609",,,"99","Mason","045",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000005657","0000000000","BNA 9609","S","+47203028","-123106581",,3708,3438,6,96,71,5,62,0,2,0,28
"G53004509610","1990","WA",,,,,,,,,"9610",,,"99","Mason","045",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000058635","0000010558","BNA 9610","S","+47185402","-123048851",,3327,3155,4,51,45,0,39,0,1,3,29
"G53004509611","1990","WA",,,,,,,,,"9611",,,"99","Mason","045",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000109501","0000063202","BNA 9611","S","+47238219","-122920401",,3184,3041,5,44,19,1,44,0,2,11,17
"G53004509612","1990","WA",,,,,,,,,"9612",,,"99","Mason","045",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000065381","0000008047","BNA 9612","S","+47294723","-122964583",,1765,1682,1,44,5,0,24,0,0,1,8
"G53004509613","1990","WA",,,,,,,,,"9613",,,"99","Mason","045",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000177367","0000007865","BNA 9613","S","+47129387","-123179222",,2228,1955,7,227,9,0,14,0,3,1,12
"G53004509614","1990","WA",,,,,,,,,"9614",,,"99","Mason","045",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000021110","0000008223","BNA 9614","S","+47344256","-123154407",,614,175,0,425,1,0,4,0,6,3,0
"G53004709701","1990","WA",,,,,,,,,"9701",,,"99","Okanogan","047",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000921129","0000018194","BNA 9701","S","+48253164","-118960755",,2691,1159,10,1399,14,4,26,0,69,0,10
"G53004709702","1990","WA",,,,,,,,,"9702",,,"99","Okanogan","047",,,"9","9999",,,,"9999","4","Washington","53",,,,"0001751097","0000040158","BNA 9702","S","+48255525","-119386939",,2714,1190,2,1271,5,9,54,0,68,0,115
"G53004709703","1990","WA",,,,,,,,,"9703",,,"99","Okanogan","047",,,"9","9999",,,,"9999","4","Washington","53",,,,"0003289933","0000030212","BNA 9703","S","+48799410","-119297469",,5726,5068,4,163,23,2,235,4,3,1,223
"G53004709704","1990","WA",,,,,,,,,"9704",,,"99","Okanogan","047",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000585853","0000004707","BNA 9704","S","+48689160","-119497954",,3132,2794,7,63,6,4,91,0,0,1,166
"G53004709705","1990","WA",,,,,,,,,"9705",,,"99","Okanogan","047",,,"9","9999",,,,"9999","4","Washington","53",,,,"0001029547","0000009043","BNA 9705","S","+48520010","-119709832",,1871,1757,3,53,6,1,9,0,2,0,40
"G53004709706","1990","WA",,,,,,,,,"9706",,,"99","Okanogan","047",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000041568","0000000660","BNA 9706","S","+48426076","-119525014",,5290,4820,13,229,45,5,45,0,6,1,126
"G53004709707","1990","WA",,,,,,,,,"9707",,,"99","Okanogan","047",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000087352","0000001069","BNA 9707","S","+48323856","-119671021",,3782,3383,5,133,12,1,83,0,4,1,160
"G53004709708","1990","WA",,,,,,,,,"9708",,,"99","Okanogan","047",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000541440","0000006672","BNA 9708","S","+48192790","-119851447",,3873,2666,1,77,20,7,92,0,5,1,1004
"G53004709709","1990","WA",,,,,,,,,"9709",,,"99","Okanogan","047",,,"9","9999",,,,"9999","4","Washington","53",,,,"0003822544","0000004959","BNA 9709","S","+48744409","-120324707",,1203,1160,0,9,13,0,15,0,1,0,5
"G53004709710","1990","WA",,,,,,,,,"9710",,,"99","Okanogan","047",,,"9","9999",,,,"9999","4","Washington","53",,,,"0001574376","0000006277","BNA 9710","S","+48249248","-120152353",,3068,2895,2,41,17,0,73,1,1,0,38
"G53004909501","1990","WA",,,,,,,,,"9501",,,"99","Pacific","049",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000644257","0000000000","BNA 9501","S","+46607442","-123548286",,1465,1422,0,15,18,0,10,0,0,0,0
"G53004909502","1990","WA",,,,,,,,,"9502",,,"99","Pacific","049",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000401814","0000014770","BNA 9502","S","+46747281","-123645355",,4590,4173,7,95,220,1,45,2,10,4,33
"G53004909503","1990","WA",,,,,,,,,"9503",,,"99","Pacific","049",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000345431","0000187650","BNA 9503","S","+46662210","-123918917",,3555,3129,5,216,156,1,29,0,2,0,17
"G53004909504","1990","WA",,,,,,,,,"9504",,,"99","Pacific","049",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000874099","0000098771","BNA 9504","S","+46414427","-123726193",,2049,1840,30,63,20,0,19,0,15,3,59
"G53004909505","1990","WA",,,,,,,,,"9505",,,"99","Pacific","049",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000071685","0000079000","BNA 9505","S","+46326642","-124059613",,2114,1995,12,40,13,0,40,0,0,3,11
"G53004909506","1990","WA",,,,,,,,,"9506",,,"99","Pacific","049",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000003283","0000018840","BNA 9506","S","+46356832","-124092479",,1298,1251,1,16,8,0,16,0,2,0,4
"G53004909507","1990","WA",,,,,,,,,"9507",,,"99","Pacific","049",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000047103","0000061936","BNA 9507","S","+46440822","-124052587",,2052,1967,0,19,9,0,54,0,1,0,2
